11110000000001100000000,1
11110000000001110000000,1
00100000000000000000000,1
11110000000001110000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001110000000,1
11110000000001110000000,1
11110000000001110000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001110000000,1
00100000000000000000000,1
11110000000001110000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001100000000,1
11110000000001110000000,1
11110000000001110000000,1
11110000000001100000000,1
11110000000001110000000,1
00100000000000000000000,1

